filename,correction / note,framestart,framestop,frameoffset,class,handnum,relocatable?,bodytouch?,handtohandtouch?,mouth,WordNetEntries,SpreadTheSignExample,SignDictExample,fps,videolink_body,videolink_face,annotation_name,Unnamed: 18,Unnamed: 19,value
30,Recorded,157.0,196.0,,Kardinalzahl,1.0,no,no,no,<dreißig>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum&files=30.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum%2F_facecam&files=faceCam_30_trimmed.mp4,num:30,,,30.0
33,Recorded,164.0,209.0,,Kardinalzahl,1.0,no,no,no,<dreidreißig>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum&files=33.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum%2F_facecam&files=faceCam_33_trimmed.mp4,num:33,,,33.0
40,Recorded,164.0,205.0,,Kardinalzahl,1.0,no,no,no,<vierzig>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum&files=40.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum%2F_facecam&files=faceCam_40_trimmed.mp4,num:40,,,40.0
44,Recorded,139.0,176.0,,Kardinalzahl,1.0,no,no,no,<viervierzig>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum&files=44.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum%2F_facecam&files=faceCam_44_trimmed.mp4,num:44,,,44.0
50,Recorded,165.0,196.0,,Kardinalzahl,1.0,no,no,no,<fünfzig>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum&files=50.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum%2F_facecam&files=faceCam_50_trimmed.mp4,num:50,,,50.0
55,Recorded,163.0,211.0,,Kardinalzahl,1.0,no,no,no,<fünffünfzig>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum&files=55.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum%2F_facecam&files=faceCam_55_trimmed.mp4,num:55,,,55.0
60,Recorded,156.0,188.0,,Kardinalzahl,2.0,no,no,no,<sechzig>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum&files=60.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum%2F_facecam&files=faceCam_60_trimmed.mp4,num:60,,,60.0
66,Recorded,146.0,193.0,,Kardinalzahl,2.0,no,no,no,<sechssechzig>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum&files=66.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum%2F_facecam&files=faceCam_66_trimmed.mp4,num:66,,,66.0
70,Recorded,178.0,214.0,,Kardinalzahl,2.0,no,no,no,<siebzig>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum&files=70.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum%2F_facecam&files=faceCam_70_trimmed.mp4,num:70,,,70.0
77,Recorded,159.0,200.0,,Kardinalzahl,2.0,no,no,no,<siebensiebzig>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum&files=77.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum%2F_facecam&files=faceCam_77_trimmed.mp4,num:77,,,77.0
80,Recorded,164.0,200.0,,Kardinalzahl,2.0,no,no,no,<achtzig>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum&files=80.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum%2F_facecam&files=faceCam_80_trimmed.mp4,num:80,,,80.0
88,Recorded,162.0,204.0,,Kardinalzahl,2.0,no,no,no,<achtachtzig>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum&files=88.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum%2F_facecam&files=faceCam_88_trimmed.mp4,num:88,,,88.0
90,Recorded,174.0,209.0,,Kardinalzahl,2.0,no,no,no,<neunzig>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum&files=90.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum%2F_facecam&files=faceCam_90_trimmed.mp4,num:90,,,90.0
99,Recorded,155.0,196.0,,Kardinalzahl,2.0,no,no,no,<neunneunzig>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum&files=99.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum%2F_facecam&files=faceCam_99_trimmed.mp4,num:99,,,99.0
100,"Recorded, Finger",232.0,262.0,,Kardinalzahl,1.0,no,no,no,<hundert>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum&files=100.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum%2F_facecam&files=faceCam_100_trimmed.mp4,num:100,,,100.0
200,"Recorded
Finger",153.0,195.0,,Kardinalzahl,1.0,no,no,no,<zweihundert>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum&files=200.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum%2F_facecam&files=faceCam_200_trimmed.mp4,num:200,,,200.0
300,Recorded,162.0,206.0,,Kardinalzahl,1.0,no,no,no,<dreihundert>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum&files=300.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum%2F_facecam&files=faceCam_300_trimmed.mp4,num:300,,,300.0
400,Recorded,159.0,202.0,,Kardinalzahl,1.0,no,no,no,<vierhundert>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum&files=400.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum%2F_facecam&files=faceCam_400_trimmed.mp4,num:400,,,400.0
500,Recorded,170.0,214.0,,Kardinalzahl,1.0,no,no,no,<fünfhundert>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum&files=500.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum%2F_facecam&files=faceCam_500_trimmed.mp4,num:500,,,500.0
600,Recorded,143.0,187.0,,Kardinalzahl,2.0,no,no,no,<sechshundert>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum&files=600.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum%2F_facecam&files=faceCam_600_trimmed.mp4,num:600,,,600.0
700,Recorded,150.0,196.0,,Kardinalzahl,2.0,no,no,no,<siebenhundert>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum&files=700.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum%2F_facecam&files=faceCam_700_trimmed.mp4,num:700,,,700.0
800,Recorded,156.0,197.0,,Kardinalzahl,2.0,no,no,no,<achthundert>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum&files=800.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum%2F_facecam&files=faceCam_800_trimmed.mp4,num:800,,,800.0
900,Recorded,157.0,205.0,,Kardinalzahl,2.0,no,no,no,<neunhundert>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum&files=900.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum%2F_facecam&files=faceCam_900_trimmed.mp4,num:900,,,900.0
1k,"Recorded, Finger",213.0,257.0,,Kardinalzahl,1.0,no,no,no,<eintausend>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum&files=1k.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum%2F_facecam&files=faceCam_1k_trimmed.mp4,num:1k,,,1000.0
2k,"Recorded
Finger",160.0,205.0,,Kardinalzahl,1.0,no,no,no,<zweitausend>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum&files=2k.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum%2F_facecam&files=faceCam_2k_trimmed.mp4,num:2k,,,2000.0
3k,Recorded,147.0,189.0,,Kardinalzahl,1.0,no,no,no,<dreitausend>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum&files=3k.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum%2F_facecam&files=faceCam_3k_trimmed.mp4,num:3k,,,3000.0
4k,Recorded,163.0,201.0,,Kardinalzahl,1.0,no,no,no,<viertausend>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum&files=4k.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum%2F_facecam&files=faceCam_4k_trimmed.mp4,num:4k,,,4000.0
5k,Recorded,149.0,191.0,,Kardinalzahl,1.0,no,no,no,<fünftausend>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum&files=5k.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum%2F_facecam&files=faceCam_5k_trimmed.mp4,num:5k,,,5000.0
6k,Recorded,158.0,198.0,,Kardinalzahl,2.0,no,no,no,<sechstausend>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum&files=6k.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum%2F_facecam&files=faceCam_6k_trimmed.mp4,num:6k,,,6000.0
7k,Recorded,142.0,184.0,,Kardinalzahl,2.0,no,no,no,<siebentausend>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum&files=7k.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum%2F_facecam&files=faceCam_7k_trimmed.mp4,num:7k,,,7000.0
8k,Recorded,152.0,193.0,,Kardinalzahl,2.0,no,no,no,<achttausend>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum&files=8k.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum%2F_facecam&files=faceCam_8k_trimmed.mp4,num:8k,,,8000.0
9k,Recorded,157.0,196.0,,Kardinalzahl,2.0,no,no,no,<neuntausend>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum&files=9k.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum%2F_facecam&files=faceCam_9k_trimmed.mp4,num:9k,,,9000.0
10k,Recorded,189.0,230.0,,Kardinalzahl,2.0,no,no,no,<zehntausend>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum&files=10k.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum%2F_facecam&files=faceCam_10k_trimmed.mp4,num:10k,,,10000.0
MILLION,Recorded,165.0,209.0,,Kardinalzahl,1.0,no,no,no,<Million>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum&files=MILLION.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fnum%2F_facecam&files=faceCam_MILLION_trimmed.mp4,num:MILLION,,,1000000.0
